Date,Open,High,Low,Close,Adj Close,Volume
2020-07-27,159.529999,163.380005,159.330002,163.240005,157.907349,3198500
2020-07-28,155.470001,157.479996,153.800003,155.330002,150.255753,7738800
2020-07-29,156.500000,157.529999,154.919998,156.250000,151.145691,3322700
2020-07-30,154.309998,154.720001,151.360001,152.119995,147.150589,3113000
2020-07-31,151.679993,151.750000,148.800003,150.470001,145.554504,3266400
2020-08-03,151.089996,151.419998,149.309998,150.410004,145.496490,2264900
2020-08-04,149.899994,151.240005,149.660004,151.210007,146.270355,1935500
2020-08-05,152.160004,155.399994,152.100006,155.350006,150.275101,2644400
2020-08-06,155.929993,156.490005,154.679993,156.000000,150.903870,2885800
2020-08-07,155.990005,158.419998,155.070007,158.330002,153.157745,2184300
2020-08-10,158.550003,161.600006,158.550003,161.440002,156.166153,2272800
2020-08-11,164.130005,166.639999,163.039993,163.380005,158.042786,3764500
2020-08-12,165.000000,165.949997,163.350006,164.259995,158.894012,2079200
2020-08-13,165.520004,167.490005,164.750000,165.860001,160.441757,2884000
2020-08-14,164.610001,166.300003,164.520004,166.100006,160.673935,1607300
2020-08-17,165.169998,166.369995,163.649994,164.710007,159.329330,2068100
2020-08-18,164.429993,165.440002,163.759995,164.380005,159.010101,1519100
2020-08-19,164.940002,165.690002,163.779999,163.970001,158.613510,2012800
2020-08-20,163.020004,163.660004,162.380005,162.970001,157.646179,1990300
2020-08-21,160.929993,162.690002,160.740005,161.710007,157.851166,2005600
2020-08-24,161.550003,163.949997,161.149994,163.529999,159.627731,2604400
2020-08-25,164.860001,165.250000,162.419998,163.100006,159.208008,1938500
2020-08-26,162.869995,164.770004,161.690002,163.899994,159.988892,2503400
2020-08-27,164.500000,165.360001,163.179993,164.080002,160.164612,2325900
2020-08-28,164.639999,166.169998,163.919998,165.660004,161.706909,3046300
2020-08-31,165.160004,165.750000,162.089996,163.020004,159.129913,2881100
2020-09-01,162.169998,165.550003,161.639999,164.800003,160.867416,2901100
2020-09-02,165.160004,170.000000,165.139999,169.509995,165.465027,3943700
2020-09-03,170.000000,170.419998,164.990005,166.309998,162.341385,3481300
2020-09-04,168.179993,169.110001,163.899994,165.770004,161.814285,3267000
2020-09-08,165.580002,165.630005,161.880005,163.169998,159.276337,2863900
2020-09-09,164.000000,167.339996,164.000000,165.699997,161.745956,2721700
2020-09-10,166.240005,166.669998,162.750000,163.149994,159.256790,2054200
2020-09-11,163.440002,166.699997,163.059998,166.169998,162.204727,1698500
2020-09-14,167.660004,169.429993,166.429993,168.460007,164.440094,2264200
2020-09-15,169.869995,169.929993,166.169998,166.570007,162.595200,2056300
2020-09-16,167.869995,171.100006,167.509995,169.509995,165.465027,2931700
2020-09-17,168.000000,173.199997,167.190002,172.380005,168.266556,2756100
2020-09-18,172.059998,172.779999,169.470001,169.550003,165.504074,4084500
2020-09-21,165.979996,166.669998,159.639999,161.360001,157.509521,3911700
2020-09-22,161.059998,163.669998,160.419998,162.339996,158.466125,2103800
2020-09-23,162.520004,164.240005,159.119995,159.509995,155.703659,2248200
2020-09-24,159.399994,161.960007,158.070007,160.419998,156.591934,1569700
2020-09-25,159.309998,160.979996,158.860001,160.270004,156.445526,1948900
2020-09-28,162.000000,164.139999,161.330002,161.660004,157.802353,2098500
2020-09-29,161.669998,161.949997,158.779999,159.809998,155.996490,2006700
2020-09-30,160.929993,163.100006,158.610001,160.179993,156.357666,3056900
2020-10-01,160.669998,161.899994,157.720001,158.789993,155.000839,1989100
2020-10-02,156.470001,161.940002,156.250000,160.360001,156.533371,1768600
2020-10-05,162.250000,163.500000,161.759995,162.750000,158.866348,1457000
2020-10-06,163.440002,165.699997,161.830002,162.229996,158.358749,2021900
2020-10-07,165.100006,167.750000,164.410004,166.490005,162.517120,2155400
2020-10-08,167.300003,168.149994,166.130005,167.710007,163.707993,1902600
2020-10-09,168.880005,170.479996,167.949997,169.300003,165.260040,2015500
2020-10-12,169.470001,170.610001,168.119995,168.649994,164.625565,1533600
2020-10-13,168.300003,169.449997,166.000000,166.630005,162.653763,1575300
2020-10-14,167.009995,169.539993,166.789993,168.399994,164.381516,1435300
2020-10-15,166.050003,169.679993,165.800003,169.080002,165.045288,1638100
2020-10-16,169.940002,172.070007,169.220001,170.970001,166.890198,2478600
2020-10-19,171.020004,172.350006,168.869995,169.550003,165.504074,1909900
2020-10-20,170.500000,173.190002,169.990005,170.949997,166.870667,1813000
2020-10-21,170.339996,172.110001,169.070007,169.169998,165.133148,1511100
2020-10-22,169.639999,170.990005,168.389999,170.710007,166.636414,1663200
2020-10-23,171.919998,172.179993,169.020004,169.800003,165.748123,2137500
2020-10-26,167.679993,168.089996,164.389999,166.160004,162.194977,3338800
2020-10-27,164.500000,164.979996,160.649994,161.029999,157.187378,3894400
2020-10-28,159.809998,162.850006,158.119995,158.529999,154.747055,3065100
2020-10-29,158.110001,160.179993,156.130005,158.479996,154.698242,2680900
2020-10-30,158.330002,159.960007,157.000000,159.960007,156.142929,2234500
2020-11-02,162.190002,163.419998,160.929993,162.940002,159.051819,2116600
2020-11-03,164.860001,166.830002,163.740005,165.509995,161.560471,1896900
2020-11-04,162.750000,165.300003,159.899994,160.160004,156.338135,3140900
2020-11-05,162.160004,164.410004,162.020004,163.199997,159.305603,2178500
2020-11-06,163.660004,164.300003,161.570007,163.020004,159.129913,1685000
2020-11-09,174.130005,175.429993,163.149994,163.429993,159.530106,4418100
2020-11-10,165.190002,169.270004,163.860001,169.139999,165.103867,3500400
2020-11-11,170.729996,170.740005,167.600006,169.210007,165.172211,2884400
2020-11-12,168.149994,169.190002,165.580002,167.050003,163.063736,2216700
2020-11-13,167.919998,170.259995,167.279999,169.789993,165.738358,1812100
2020-11-16,172.619995,173.889999,170.179993,173.860001,169.711227,2434300
2020-11-17,173.039993,174.500000,170.860001,173.639999,169.496475,2589900
2020-11-18,174.500000,174.699997,171.330002,171.399994,167.309921,2615800
2020-11-19,170.570007,171.880005,169.300003,171.610001,168.964035,2986000
2020-11-20,171.500000,172.949997,170.960007,172.889999,170.224289,2656900
2020-11-23,173.759995,174.860001,173.449997,174.139999,171.455032,2064300
2020-11-24,175.000000,177.220001,174.899994,177.080002,174.349686,3086000
2020-11-25,176.839996,177.339996,175.449997,177.119995,174.389069,2052200
2020-11-27,177.820007,179.630005,175.570007,176.889999,174.162613,1267100
2020-11-30,175.770004,176.000000,172.699997,172.729996,170.066757,6141300
2020-12-01,174.220001,175.690002,170.009995,170.520004,167.890839,3859600
2020-12-02,170.259995,172.580002,170.220001,171.850006,169.200333,2421800
2020-12-03,171.039993,173.389999,171.039993,171.830002,169.180649,2377800
2020-12-04,172.130005,173.160004,171.539993,172.460007,169.800934,2663600
2020-12-07,171.720001,172.500000,169.179993,170.149994,167.526535,2526800
2020-12-08,169.740005,172.830002,169.699997,172.460007,169.800934,1730800
2020-12-09,172.669998,175.639999,171.929993,175.289993,172.587280,2790900
2020-12-10,174.869995,175.399994,172.690002,173.490005,170.815048,2228800
2020-12-11,172.300003,174.649994,172.169998,174.020004,171.336868,1875700
2020-12-14,175.669998,176.199997,172.990005,173.080002,170.411362,3700100
2020-12-15,174.389999,175.059998,172.550003,174.679993,171.986679,2270600
2020-12-16,174.610001,175.850006,174.350006,175.410004,172.705444,1949900
2020-12-17,176.000000,177.460007,175.389999,176.649994,173.926315,2327800
2020-12-18,176.759995,177.460007,175.110001,176.419998,173.699860,4682000
2020-12-21,173.610001,176.130005,173.029999,175.660004,172.951584,1704600
2020-12-22,175.050003,175.929993,174.179993,174.779999,172.085144,1381200
2020-12-23,175.300003,175.809998,173.960007,173.990005,171.307343,1762600
2020-12-24,174.419998,174.789993,173.419998,174.520004,171.829178,656200
2020-12-28,175.309998,176.399994,174.389999,174.710007,172.016251,1403000
2020-12-29,175.550003,175.639999,173.149994,173.850006,171.169510,1218900
2020-12-30,173.880005,174.919998,173.380005,174.110001,171.425491,1419100
2020-12-31,174.119995,174.869995,173.179993,174.789993,172.095001,1841300
2021-01-04,175.000000,176.199997,170.550003,171.869995,169.220032,2996200
2021-01-05,172.009995,173.250000,170.649994,171.580002,168.934494,2295300
2021-01-06,172.720001,175.570007,172.039993,174.190002,171.504257,3346400
2021-01-07,171.559998,173.460007,166.160004,169.720001,167.103180,5863400
2021-01-08,169.169998,169.539993,164.610001,166.619995,164.050964,4808100
2021-01-11,166.100006,167.139999,165.000000,165.199997,162.652863,2736600
2021-01-12,165.899994,167.179993,164.080002,166.509995,163.942673,2949100
2021-01-13,167.270004,167.740005,166.050003,166.279999,163.716217,2098000
2021-01-14,167.270004,167.360001,165.229996,166.410004,163.844223,2895400
2021-01-15,165.630005,166.259995,163.380005,165.550003,162.997467,3550700
2021-01-19,167.259995,169.550003,166.800003,169.119995,166.512421,3903200
2021-01-20,169.039993,170.580002,168.429993,170.220001,167.595474,2672300
2021-01-21,170.220001,171.490005,169.389999,170.669998,168.038528,2688200
2021-01-22,170.199997,170.199997,167.240005,169.039993,166.433640,2349300
2021-01-25,168.880005,172.490005,168.229996,170.389999,167.762848,3353100
2021-01-26,173.779999,176.839996,172.080002,175.949997,173.237106,5148900
2021-01-27,177.309998,187.270004,177.160004,186.649994,183.772141,8097000
2021-01-28,185.000000,186.580002,182.580002,183.419998,180.591934,4153700
2021-01-29,182.289993,182.979996,174.869995,175.660004,172.951584,4217200
2021-02-01,175.970001,177.110001,173.970001,174.699997,172.006393,2569700
2021-02-02,176.250000,177.529999,174.850006,175.020004,172.321472,2844400
2021-02-03,175.380005,177.440002,173.550003,175.479996,172.774353,2874200
2021-02-04,175.789993,177.289993,175.509995,177.100006,174.369400,1833000
2021-02-05,177.600006,179.229996,176.699997,179.009995,176.249924,1822400
2021-02-08,179.300003,180.869995,179.169998,180.759995,177.972961,2355100
2021-02-09,181.220001,181.899994,180.179993,180.940002,178.150177,1942800
2021-02-10,181.880005,182.380005,180.639999,181.080002,178.288010,1929000
2021-02-11,179.350006,179.880005,175.839996,177.210007,175.915482,2188400
2021-02-12,177.270004,178.839996,177.210007,178.699997,177.394592,1081500
2021-02-16,179.000000,179.690002,176.320007,176.630005,175.339722,1834000
2021-02-17,176.050003,177.300003,175.139999,176.649994,175.359558,1578100
2021-02-18,177.250000,179.669998,176.149994,179.369995,178.059692,2087100
2021-02-19,179.570007,180.770004,176.199997,176.539993,175.250366,2986800
2021-02-22,176.460007,177.089996,175.009995,176.119995,174.833435,2271500
2021-02-23,177.539993,177.539993,174.710007,176.169998,174.883072,2352300
2021-02-24,176.000000,177.979996,173.759995,177.630005,176.332413,2742600
2021-02-25,177.520004,180.750000,177.429993,178.759995,177.454147,2634300
