Date,Open,High,Low,Close,Adj Close,Volume
2020-07-27,51.279999,53.139999,51.080002,52.840000,51.876972,1522700
2020-07-28,52.459999,52.849998,52.209999,52.240002,51.287907,1136500
2020-07-29,52.490002,53.720001,52.490002,53.299999,52.328587,1071500
2020-07-30,52.279999,52.279999,48.400002,48.459999,47.792000,3136900
2020-07-31,48.860001,49.310001,47.160000,48.139999,47.476414,2760800
2020-08-03,48.270000,49.150002,48.040001,48.369999,47.703239,1030100
2020-08-04,48.220001,48.330002,47.680000,47.950001,47.289028,1193700
2020-08-05,48.180000,48.189999,47.430000,48.020000,47.358067,1046000
2020-08-06,48.099998,48.889999,48.090000,48.599998,47.930069,997600
2020-08-07,48.549999,48.919998,48.070000,48.910000,48.235798,797400
2020-08-10,49.029999,49.099998,48.139999,48.810001,48.137177,699200
2020-08-11,49.240002,50.410000,49.240002,49.770000,49.083942,1220500
2020-08-12,50.110001,50.610001,49.700001,50.009998,49.320637,658600
2020-08-13,49.639999,49.709999,48.799999,49.060001,48.383732,541500
2020-08-14,48.990002,49.970001,48.650002,49.759998,49.074078,770500
2020-08-17,49.889999,50.220001,49.570000,49.709999,49.024765,666200
2020-08-18,49.790001,50.040001,49.419998,49.509998,48.827522,617500
2020-08-19,49.580002,49.860001,49.400002,49.459999,48.778214,658900
2020-08-20,49.150002,49.270000,48.790001,49.099998,48.423176,710100
2020-08-21,49.130001,49.130001,48.610001,48.950001,48.275246,719200
2020-08-24,49.209999,49.840000,49.130001,49.709999,49.024765,478500
2020-08-25,49.939999,49.939999,49.029999,49.500000,48.817661,491700
2020-08-26,49.490002,49.790001,49.090000,49.480000,48.797939,688100
2020-08-27,49.869999,49.869999,49.020000,49.200001,48.521801,772100
2020-08-28,49.310001,49.439999,48.849998,49.360001,48.679596,780600
2020-08-31,49.410000,49.750000,48.810001,48.970001,48.294971,1196800
2020-09-01,48.939999,49.349998,48.509998,49.330002,48.650009,778000
2020-09-02,49.389999,50.459999,49.250000,50.189999,49.498150,902400
2020-09-03,50.130001,50.400002,48.509998,48.770000,48.097729,632900
2020-09-04,49.090000,49.500000,48.360001,48.610001,47.939938,568400
2020-09-08,48.299999,48.320000,47.220001,47.259998,46.608540,1094400
2020-09-09,47.650002,48.389999,47.650002,48.250000,47.584896,1159300
2020-09-10,48.330002,48.820000,48.000000,48.410000,47.742687,811500
2020-09-11,48.599998,49.200001,48.599998,48.779999,48.107586,684800
2020-09-14,48.889999,50.130001,48.810001,49.860001,49.172703,782800
2020-09-15,50.009998,50.820000,49.970001,50.790001,50.089882,931400
2020-09-16,51.099998,52.189999,50.910000,51.750000,51.036648,924600
2020-09-17,51.970001,54.189999,51.299999,53.180000,52.446938,1948000
2020-09-18,53.250000,54.029999,53.070000,53.240002,52.506111,2328700
2020-09-21,52.470001,52.709999,51.330002,51.880001,51.164856,1325900
2020-09-22,51.820000,52.860001,51.759998,52.660000,51.934105,1096400
2020-09-23,52.750000,53.730000,51.770000,51.799999,51.085960,1337400
2020-09-24,51.900002,53.270000,51.740002,53.000000,52.269417,1735700
